node_id,subdistrict_id,total_population,vulnerable_population,non_vulnerable_population
N-99.8650388-20.3452833,TH570909,1.536,0.0,1.536
N-99.8663477-20.3447300,TH570909,0.759,0.759,0.0
N-99.8694501-20.3447348,TH570909,0.819,0.819,0.0
N-99.8696722-20.3448341,TH570909,0.817,0.0,0.817
N-99.8746042-20.3463946,TH570909,1.121,0.0,1.121
N-99.8767497-20.3444286,TH570909,5.27,0.0,5.27
N-99.9092765-20.3447222,TH570909,3.388,0.0,3.388
N-99.9151566-20.3455936,TH570909,12.103,0.0,12.103
N-99.9157760-20.3454097,TH570909,11.064,0.0,11.064
N-99.9161106-20.3456367,TH570909,0.801,0.0,0.801
N-99.9230796-20.3449182,TH570909,3.323,0.0,3.323
N-99.8169830-20.3457140,TH570909,0.833,0.833,0.0
N-99.8171700-20.3459940,TH570909,0.581,0.581,0.0
N-99.8263100-20.3451192,TH570909,0.337,0.337,0.0
N-99.8539550-20.3391252,TH570909,13.203,12.816,0.387
N-99.8551459-20.3400105,TH570909,4.796,4.796,0.0
N-99.8555520-20.3402917,TH570909,3.525,3.525,0.0
N-99.8587379-20.3438830,TH570909,0.572,0.572,0.0
N-99.8587615-20.3443462,TH570909,1.237,1.237,0.0
N-99.8603425-20.3443973,TH570909,0.651,0.651,0.0
N-99.8665489-20.3443804,TH570909,1.567,0.787,0.781
N-99.8692726-20.3442562,TH570909,0.849,0.849,0.0
N-99.8693085-20.3440588,TH570909,0.846,0.0,0.846
N-99.8706683-20.3429547,TH570909,1.853,0.0,1.853
N-99.8710812-20.3429323,TH570909,10.099,0.0,10.099
N-99.9074913-20.3448980,TH570909,1.286,0.0,1.286
N-99.9075452-20.3448576,TH570909,1.326,0.0,1.326
N-99.9083055-20.3438370,TH570909,0.938,0.0,0.938
N-99.9090887-20.3443802,TH570909,3.393,0.0,3.393
N-99.9092121-20.3445210,TH570909,5.184,0.0,5.184
N-99.9200586-20.3431483,TH570909,13.145,0.0,13.145
N-99.8163710-20.3447836,TH570909,2.233,2.233,0.0
N-99.8581392-20.3426965,TH570909,3.57,1.963,1.607
N-99.8592063-20.3430939,TH570909,1.18,0.598,0.582
N-99.8625871-20.3430541,TH570909,7.359,0.0,7.359
N-99.8667903-20.3435053,TH570909,2.38,0.791,1.589
N-99.8668868-20.3430727,TH570909,1.621,0.0,1.621
N-99.8692322-20.3434978,TH570909,1.756,0.0,1.756
N-99.8699098-20.3429682,TH570909,0.92,0.0,0.92
N-99.8761596-20.3428391,TH570909,4.149,0.0,4.149
N-99.9065943-20.3424688,TH570909,2.451,0.0,2.451
N-99.9068303-20.3425946,TH570909,1.271,0.0,1.271
N-99.9079193-20.3428863,TH570909,1.253,0.0,1.253
N-99.9081875-20.3432032,TH570909,2.845,0.0,2.845
N-99.9204877-20.3428465,TH570909,24.765,3.186,21.579
N-99.9235849-20.3447903,TH570909,0.857,0.0,0.857
N-99.9249088-20.3430714,TH570909,0.827,0.0,0.827
N-99.8156917-20.3440134,TH570909,1.415,1.415,0.0
N-99.8475384-20.3336076,TH570909,53.094,53.094,0.0
N-99.8527410-20.3375353,TH570909,9.605,9.107,0.497
N-99.8528245-20.3376411,TH570909,3.021,2.533,0.488
N-99.8574724-20.3413681,TH570909,3.062,1.539,1.523
N-99.8593050-20.3425194,TH570909,0.567,0.0,0.567
N-99.8595384-20.3421021,TH570909,0.594,0.594,0.0
N-99.8600410-20.3417475,TH570909,1.296,0.696,0.6
N-99.8669539-20.3429017,TH570909,0.816,0.0,0.816
N-99.8671095-20.3427055,TH570909,0.849,0.0,0.849
N-99.8673911-20.3424641,TH570909,0.895,0.0,0.895
N-99.8676808-20.3420944,TH570909,0.894,0.0,0.894
N-99.8694611-20.3431612,TH570909,0.945,0.0,0.945
N-99.8700400-20.3429278,TH570909,1.092,0.0,1.092
N-99.8709421-20.3422367,TH570909,1.293,0.0,1.293
N-99.8755588-20.3415867,TH570909,8.907,0.0,8.907
N-99.9045742-20.3431598,TH570909,0.829,0.0,0.829
N-99.9047191-20.3428150,TH570909,1.689,0.0,1.689
N-99.9048370-20.3425774,TH570909,1.209,0.0,1.209
N-99.9061330-20.3421017,TH570909,2.877,0.0,2.877
N-99.9073479-20.3425521,TH570909,1.231,0.0,1.231
N-99.9079299-20.3423334,TH570909,0.86,0.0,0.86
N-99.9081071-20.3430322,TH570909,0.848,0.0,0.848
N-99.9234918-20.3413376,TH570909,31.579,6.025,25.555
N-99.9249223-20.3429682,TH570909,1.261,0.0,1.261
N-99.8155487-20.3439083,TH570909,1.16,1.16,0.0
N-99.8156335-20.3439517,TH570909,4.676,4.39,0.286
N-99.8531288-20.3379784,TH570909,4.682,3.694,0.988
N-99.8558524-20.3403017,TH570909,1.441,0.963,0.478
N-99.8596640-20.3419450,TH570909,0.556,0.0,0.556
N-99.8605111-20.3410558,TH570909,0.695,0.0,0.695
N-99.8606158-20.3409649,TH570909,1.398,0.0,1.398
N-99.8650136-20.3402261,TH570909,1.638,0.0,1.638
N-99.8651706-20.3402710,TH570909,1.698,0.0,1.698
N-99.8659830-20.3404550,TH570909,9.226,7.469,1.756
N-99.8672396-20.3409666,TH570909,0.882,0.0,0.882
N-99.8679624-20.3417876,TH570909,0.894,0.0,0.894
N-99.8681609-20.3415009,TH570909,0.917,0.0,0.917
N-99.8688931-20.3409702,TH570909,4.393,0.0,4.393
N-99.8706638-20.3412628,TH570909,1.293,0.0,1.293
N-99.8708209-20.3417789,TH570909,2.63,0.0,2.63
N-99.8708703-20.3420033,TH570909,1.369,0.0,1.369
N-99.9042769-20.3411510,TH570909,3.224,0.0,3.224
N-99.9044163-20.3413723,TH570909,0.823,0.0,0.823
N-99.9049276-20.3416381,TH570909,1.625,0.0,1.625
N-99.9057950-20.3419407,TH570909,1.648,0.0,1.648
N-99.9081767-20.3416493,TH570909,2.508,0.0,2.508
N-99.9084932-20.3408068,TH570909,7.104,0.0,7.104
N-99.9243882-20.3410474,TH570909,8.898,1.109,7.789
N-99.9250750-20.3418645,TH570909,1.075,0.0,1.075
N-99.8138285-20.3430258,TH570909,0.573,0.573,0.0
N-99.8571291-20.3408249,TH570909,1.573,1.573,0.0
N-99.8571732-20.3409083,TH570909,0.506,0.506,0.0
N-99.8603148-20.3411596,TH570909,1.751,0.0,1.751
N-99.8610036-20.3404440,TH570909,2.785,2.029,0.755
N-99.8618272-20.3397998,TH570909,1.487,0.0,1.487
N-99.8637390-20.3395888,TH570909,3.506,1.937,1.569
N-99.8644795-20.3399883,TH570909,2.057,1.267,0.79
N-99.8665619-20.3406390,TH570909,8.285,0.0,8.285
N-99.8673742-20.3410339,TH570909,0.94,0.0,0.94
N-99.8683808-20.3412946,TH570909,1.019,0.0,1.019
N-99.8700599-20.3404320,TH570909,1.315,0.0,1.315
N-99.8705830-20.3409038,TH570909,1.339,0.0,1.339
N-99.8706234-20.3410339,TH570909,1.368,0.0,1.368
N-99.8715165-20.3398184,TH570909,3.573,0.0,3.573
N-99.8747777-20.3397681,TH570909,6.365,0.0,6.365
N-99.9033220-20.3397779,TH570909,5.2,0.0,5.2
N-99.9036009-20.3400394,TH570909,2.216,0.0,2.216
N-99.9037833-20.3402859,TH570909,3.055,0.0,3.055
N-99.9087882-20.3399894,TH570909,6.826,0.0,6.826
N-99.9090859-20.3391746,TH570909,46.847,3.424,43.423
N-99.9249563-20.3408547,TH570909,1.607,0.0,1.607
N-99.9255135-20.3405889,TH570909,3.898,0.0,3.898
N-99.8123841-20.3404162,TH570909,1.765,1.765,0.0
N-99.8565728-20.3402821,TH570909,4.357,4.357,0.0
N-99.8612169-20.3401685,TH570909,2.185,1.488,0.697
N-99.8621727-20.3394677,TH570909,2.297,0.0,2.297
N-99.8641609-20.3397639,TH570909,6.46,5.613,0.848
N-99.8657316-20.3404011,TH570909,0.922,0.0,0.922
N-99.8668985-20.3407826,TH570909,3.939,0.0,3.939
N-99.8694832-20.3406684,TH570909,4.392,0.0,4.392
N-99.8702450-20.3403188,TH570909,1.908,0.0,1.908
N-99.8711195-20.3399039,TH570909,1.99,0.0,1.99
N-99.8722782-20.3393657,TH570909,5.447,0.0,5.447
N-99.8724177-20.3393003,TH570909,5.538,0.0,5.538
N-99.9016590-20.3379067,TH570909,3.653,0.0,3.653
N-99.9024872-20.3386538,TH570909,6.573,0.0,6.573
N-99.9260643-20.3402925,TH570909,1.459,0.0,1.459
N-99.8123440-20.3403327,TH570909,0.291,0.291,0.0
N-99.8561635-20.3401810,TH570909,0.489,0.0,0.489
N-99.8563137-20.3401810,TH570909,3.84,1.256,2.583
N-99.8613837-20.3400631,TH570909,1.497,0.0,1.497
N-99.8625093-20.3391984,TH570909,1.564,0.0,1.564
N-99.8632633-20.3393285,TH570909,1.641,0.0,1.641
N-99.8655117-20.3403338,TH570909,3.326,1.58,1.746
N-99.8706285-20.3397203,TH570909,5.057,0.0,5.057
N-99.8709182-20.3387344,TH570909,12.125,0.0,12.125
N-99.8739412-20.3388727,TH570909,4.895,0.0,4.895
N-99.8747074-20.3394572,TH570909,2.233,0.0,2.233
N-99.8754658-20.3392626,TH570909,6.314,0.0,6.314
N-99.8958588-20.3425015,TH570909,2.338,0.0,2.338
N-99.8994805-20.3366044,TH570909,3.381,0.0,3.381
N-99.9002928-20.3370532,TH570909,3.173,0.0,3.173
N-99.9012245-20.3375445,TH570909,2.975,0.0,2.975
N-99.8119680-20.3389010,TH570909,2.43,2.43,0.0
N-99.8119987-20.3390586,TH570909,0.906,0.906,0.0
N-99.8604045-20.3368423,TH570909,4.504,3.07,1.434
N-99.8606917-20.3372237,TH570909,5.092,3.694,1.398
N-99.8611046-20.3377174,TH570909,6.923,5.368,1.556
N-99.8614098-20.3381662,TH570909,3.115,1.628,1.487
N-99.8616073-20.3384130,TH570909,1.551,0.0,1.551
N-99.8619573-20.3386688,TH570909,1.625,0.0,1.625
N-99.8629491-20.3391086,TH570909,6.017,4.322,1.695
N-99.8634518-20.3394497,TH570909,1.868,1.868,0.0
N-99.8710758-20.3382769,TH570909,18.105,0.0,18.105
N-99.8727671-20.3383055,TH570909,4.255,0.0,4.255
N-99.8735810-20.3380631,TH570909,3.291,0.0,3.291
N-99.8745272-20.3386602,TH570909,5.298,0.0,5.298
N-99.8908120-20.3357013,TH570909,33.229,0.0,33.229
N-99.8932772-20.3354714,TH570909,17.388,0.0,17.388
N-99.8946964-20.3355901,TH570909,2.9,0.0,2.9
N-99.8949387-20.3355812,TH570909,7.825,0.0,7.825
N-99.8958633-20.3355767,TH570909,6.251,0.0,6.251
N-99.8974385-20.3356575,TH570909,5.17,0.0,5.17
N-99.8993817-20.3365191,TH570909,2.987,0.0,2.987
N-99.9023993-20.3385355,TH570909,2.099,0.0,2.099
N-99.8118854-20.3387786,TH570909,0.308,0.308,0.0
N-99.8525586-20.3368914,TH570909,4.939,3.944,0.995
N-99.8591885-20.3359676,TH570909,5.317,3.967,1.35
N-99.8602340-20.3366403,TH570909,2.791,1.386,1.405
N-99.8608802-20.3374257,TH570909,3.1,1.607,1.493
N-99.8626529-20.3390189,TH570909,1.829,1.829,0.0
N-99.8713306-20.3377739,TH570909,20.5,0.0,20.5
N-99.8724470-20.3373512,TH570909,4.293,0.0,4.293
N-99.8734291-20.3375042,TH570909,3.539,0.0,3.539
N-99.8743265-20.3374975,TH570909,3.167,0.0,3.167
N-99.8747671-20.3374059,TH570909,3.054,0.0,3.054
N-99.8753920-20.3370217,TH570909,5.527,0.0,5.527
N-99.8764834-20.3362461,TH570909,9.745,0.0,9.745
N-99.8789888-20.3359716,TH570909,17.812,0.0,17.812
N-99.8838026-20.3371696,TH570909,5.646,0.0,5.646
N-99.8838667-20.3373281,TH570909,3.805,0.0,3.805
N-99.8841018-20.3374117,TH570909,4.336,0.0,4.336
N-99.8854267-20.3372414,TH570909,8.77,0.0,8.77
N-99.8857192-20.3368771,TH570909,31.145,0.0,31.145
N-99.8981745-20.3358684,TH570909,3.589,0.0,3.589
N-99.9021472-20.3382840,TH570909,2.072,0.0,2.072
N-99.8112392-20.3363624,TH570909,0.614,0.614,0.0
N-99.8125087-20.3337809,TH570909,15.089,15.089,0.0
N-99.8196772-20.3278144,TH570909,1.902,1.902,0.0
N-99.8276793-20.3284153,TH570909,0.309,0.309,0.0
N-99.8278134-20.3284228,TH570909,2.667,2.667,0.0
N-99.8285088-20.3280710,TH570909,0.7,0.7,0.0
N-99.8301174-20.3273438,TH570909,2.952,2.952,0.0
N-99.8577163-20.3349418,TH570909,5.288,5.288,0.0
N-99.8591185-20.3358704,TH570909,2.771,1.337,1.434
N-99.8653262-20.3337880,TH570909,57.769,10.433,47.336
N-99.8717722-20.3370667,TH570909,4.691,0.0,4.691
N-99.8719573-20.3367703,TH570909,4.572,0.0,4.572
N-99.8723285-20.3365958,TH570909,4.553,0.0,4.553
N-99.8731492-20.3362260,TH570909,4.147,0.0,4.147
N-99.8746715-20.3366472,TH570909,6.58,0.0,6.58
N-99.8775418-20.3358799,TH570909,5.851,0.0,5.851
N-99.8836467-20.3363698,TH570909,20.561,0.0,20.561
N-99.8841430-20.3366045,TH570909,4.841,0.0,4.841
N-99.8853473-20.3366052,TH570909,4.94,0.0,4.94
N-99.8897016-20.3348161,TH570909,27.747,0.0,27.747
N-99.8944585-20.3355228,TH570909,5.97,0.0,5.97
N-99.8966980-20.3354779,TH570909,2.683,0.0,2.683
N-99.8999023-20.3366493,TH570909,0.787,0.0,0.787
N-99.9005915-20.3367750,TH570909,0.753,0.0,0.753
N-99.8112391-20.3362029,TH570909,0.313,0.313,0.0
N-99.8236656-20.3276405,TH570909,0.632,0.632,0.0
N-99.8256507-20.3281017,TH570909,0.634,0.634,0.0
N-99.8257671-20.3281298,TH570909,0.943,0.943,0.0
N-99.8274917-20.3283857,TH570909,0.309,0.309,0.0
N-99.8279797-20.3283398,TH570909,0.35,0.35,0.0
N-99.8325913-20.3262758,TH570909,1.753,1.753,0.0
N-99.8524938-20.3357278,TH570909,3.017,0.991,2.026
N-99.8558119-20.3337748,TH570909,2.936,2.342,0.593
N-99.8572120-20.3345469,TH570909,1.905,1.905,0.0
N-99.8585068-20.3352135,TH570909,1.329,1.329,0.0
N-99.8598166-20.3360344,TH570909,5.019,3.52,1.499
N-99.8643172-20.3335786,TH570909,10.351,5.614,4.737
N-99.8717953-20.3359852,TH570909,21.933,0.0,21.933
N-99.8726973-20.3356517,TH570909,4.249,0.0,4.249
N-99.8733270-20.3361603,TH570909,3.867,0.0,3.867
N-99.8740656-20.3360371,TH570909,3.506,0.0,3.506
N-99.8753330-20.3355706,TH570909,3.299,0.0,3.299
N-99.8762288-20.3355318,TH570909,3.072,0.0,3.072
N-99.8789529-20.3359357,TH570909,10.162,0.0,10.162
N-99.8843970-20.3363521,TH570909,4.889,0.0,4.889
N-99.8851138-20.3362973,TH570909,4.645,0.0,4.645
N-99.8852569-20.3363240,TH570909,4.672,0.0,4.672
N-99.8931197-20.3353164,TH570909,3.69,0.0,3.69
N-99.8990496-20.3361870,TH570909,0.831,0.0,0.831
N-99.8999428-20.3361219,TH570909,0.785,0.0,0.785
N-99.9005619-20.3353467,TH570909,1.475,0.0,1.475
N-99.9005713-20.3353266,TH570909,0.692,0.0,0.692
N-99.9033205-20.3335849,TH570909,20.278,0.0,20.278
N-99.8524835-20.3355434,TH570909,3.116,2.071,1.044
N-99.8585114-20.3348063,TH570909,1.409,1.409,0.0
N-99.8588710-20.3353186,TH570909,0.675,0.0,0.675
N-99.8596685-20.3359581,TH570909,0.705,0.705,0.0
N-99.8642689-20.3335409,TH570909,4.708,4.708,0.0
N-99.8719562-20.3347780,TH570909,19.618,0.0,19.618
N-99.8723111-20.3352907,TH570909,4.5,0.0,4.5
N-99.8733293-20.3348697,TH570909,3.393,0.0,3.393
N-99.8742534-20.3348513,TH570909,3.432,0.0,3.432
N-99.8751654-20.3349330,TH570909,3.278,0.0,3.278
N-99.8758383-20.3349573,TH570909,3.304,0.0,3.304
N-99.8768379-20.3350396,TH570909,3.226,0.0,3.226
N-99.8773138-20.3351744,TH570909,3.772,0.0,3.772
N-99.8781945-20.3346701,TH570909,3.498,0.0,3.498
N-99.8810398-20.3339072,TH570909,14.933,0.0,14.933
N-99.8834253-20.3340313,TH570909,30.042,0.0,30.042
N-99.8851277-20.3339597,TH570909,23.266,0.0,23.266
N-99.8909757-20.3351531,TH570909,3.926,0.0,3.926
N-99.8910937-20.3347456,TH570909,3.85,0.0,3.85
N-99.8927621-20.3348855,TH570909,3.777,0.0,3.777
N-99.8934263-20.3349259,TH570909,3.701,0.0,3.701
N-99.8943823-20.3347015,TH570909,2.874,0.0,2.874
N-99.8951842-20.3344661,TH570909,3.967,0.0,3.967
N-99.8958333-20.3347428,TH570909,2.132,0.0,2.132
N-99.8966433-20.3347428,TH570909,5.765,0.0,5.765
N-99.8977162-20.3348233,TH570909,2.668,0.0,2.668
N-99.8981755-20.3349787,TH570909,1.182,0.0,1.182
N-99.8988588-20.3351955,TH570909,0.829,0.0,0.829
N-99.9004304-20.3351480,TH570909,2.333,0.0,2.333
N-99.9005431-20.3352348,TH570909,0.765,0.0,0.765
N-99.9005699-20.3352977,TH570909,0.726,0.0,0.726
N-99.8195889-20.3278257,TH570909,0.987,0.987,0.0
N-99.8476190-20.3334471,TH570909,0.486,0.486,0.0
N-99.8522904-20.3335112,TH570909,4.173,2.061,2.112
N-99.8552674-20.3330932,TH570909,1.807,1.807,0.0
N-99.8569679-20.3338176,TH570909,0.672,0.672,0.0
N-99.8582715-20.3345972,TH570909,1.379,1.379,0.0
N-99.8584110-20.3346425,TH570909,6.847,6.847,0.0
N-99.8597493-20.3359851,TH570909,1.268,1.268,0.0
N-99.8642528-20.3334856,TH570909,1.581,1.581,0.0
N-99.8718978-20.3341844,TH570909,17.068,0.0,17.068
N-99.8729593-20.3341156,TH570909,7.477,0.0,7.477
N-99.8745914-20.3345897,TH570909,2.844,0.0,2.844
N-99.8750098-20.3343558,TH570909,2.381,0.0,2.381
N-99.8757258-20.3345208,TH570909,2.355,0.0,2.355
N-99.8770657-20.3349226,TH570909,2.432,0.0,2.432
N-99.8779701-20.3343739,TH570909,7.265,0.0,7.265
N-99.8786028-20.3339732,TH570909,12.986,0.0,12.986
N-99.8793538-20.3336311,TH570909,15.33,0.0,15.33
N-99.8859978-20.3329381,TH570909,20.079,0.0,20.079
N-99.8875882-20.3326000,TH570909,15.207,0.0,15.207
N-99.8895488-20.3337770,TH570909,5.21,0.0,5.21
N-99.8895892-20.3338174,TH570909,5.174,0.0,5.174
N-99.8899841-20.3338982,TH570909,3.867,0.0,3.867
N-99.8909984-20.3340553,TH570909,3.864,0.0,3.864
N-99.8918062-20.3341989,TH570909,3.606,0.0,3.606
N-99.8925332-20.3341854,TH570909,3.52,0.0,3.52
N-99.8930999-20.3341053,TH570909,3.475,0.0,3.475
N-99.8944810-20.3344098,TH570909,2.553,0.0,2.553
N-99.8948891-20.3342750,TH570909,2.396,0.0,2.396
N-99.8954953-20.3346321,TH570909,2.09,0.0,2.09
N-99.8985596-20.3341848,TH570909,0.962,0.0,0.962
N-99.8987259-20.3339308,TH570909,0.821,0.0,0.821
N-99.9023871-20.3331473,TH570909,1.336,0.0,1.336
N-99.9028015-20.3333523,TH570909,0.699,0.0,0.699
N-99.9099911-20.3289032,TH570909,19.986,0.498,19.488
N-99.9103771-20.3285666,TH570909,7.98,1.63,6.35
N-99.9114721-20.3275568,TH570909,16.109,4.753,11.356
N-99.8476600-20.3333742,TH570909,0.462,0.462,0.0
N-99.8477180-20.3331792,TH570909,0.963,0.475,0.488
N-99.8480786-20.3322469,TH570909,0.492,0.492,0.0
N-99.8532603-20.3323688,TH570909,1.666,0.0,1.666
N-99.8545271-20.3325953,TH570909,1.825,1.212,0.613
N-99.8557234-20.3335057,TH570909,0.631,0.631,0.0
N-99.8569062-20.3333271,TH570909,1.364,0.674,0.69
N-99.8637570-20.3322018,TH570909,23.322,23.322,0.0
N-99.8642528-20.3331888,TH570909,5.886,5.886,0.0
N-99.8651352-20.3332114,TH570909,4.193,0.0,4.193
N-99.8653047-20.3335516,TH570909,15.735,0.0,15.735
N-99.8717710-20.3328950,TH570909,24.61,0.0,24.61
N-99.8722860-20.3328015,TH570909,4.324,0.0,4.324
N-99.8734890-20.3328556,TH570909,3.295,0.0,3.295
N-99.8735259-20.3328505,TH570909,6.08,0.0,6.08
N-99.8753692-20.3330731,TH570909,2.187,0.0,2.187
N-99.8760403-20.3334135,TH570909,4.734,0.0,4.734
N-99.8800619-20.3332036,TH570909,11.636,0.0,11.636
N-99.8810084-20.3329917,TH570909,4.646,0.0,4.646
N-99.8818937-20.3334378,TH570909,10.018,0.0,10.018
N-99.8834632-20.3333327,TH570909,10.539,0.0,10.539
N-99.8850744-20.3330680,TH570909,10.096,0.0,10.096
N-99.8882249-20.3326730,TH570909,9.758,0.0,9.758
N-99.8895623-20.3336334,TH570909,5.076,0.0,5.076
N-99.8899529-20.3332198,TH570909,3.659,0.0,3.659
N-99.8912306-20.3335054,TH570909,3.526,0.0,3.526
N-99.8917617-20.3333696,TH570909,3.111,0.0,3.111
N-99.8928788-20.3331891,TH570909,3.091,0.0,3.091
N-99.8932262-20.3333947,TH570909,3.086,0.0,3.086
N-99.8937143-20.3336010,TH570909,3.966,0.0,3.966
N-99.8946111-20.3341226,TH570909,2.014,0.0,2.014
N-99.8986508-20.3340326,TH570909,1.31,0.0,1.31
N-99.8988587-20.3335736,TH570909,0.832,0.0,0.832
N-99.8990303-20.3332907,TH570909,0.802,0.0,0.802
N-99.8990504-20.3332152,TH570909,0.775,0.0,0.775
N-99.9011144-20.3325299,TH570909,2.133,0.0,2.133
N-99.9017796-20.3328241,TH570909,1.992,0.0,1.992
N-99.9025628-20.3332454,TH570909,0.683,0.0,0.683
N-99.9031341-20.3334894,TH570909,1.245,0.0,1.245
N-99.8184566-20.3277456,TH570909,0.359,0.359,0.0
N-99.8476883-20.3327947,TH570909,1.69,1.69,0.0
N-99.8476968-20.3327456,TH570909,2.449,2.045,0.403
N-99.8477406-20.3326262,TH570909,5.09,4.623,0.467
N-99.8480249-20.3323146,TH570909,0.473,0.473,0.0
N-99.8481833-20.3320546,TH570909,0.478,0.478,0.0
N-99.8483658-20.3317191,TH570909,0.966,0.966,0.0
N-99.8526243-20.3322460,TH570909,2.629,0.506,2.124
N-99.8548517-20.3325676,TH570909,3.155,1.278,1.878
N-99.8567292-20.3329474,TH570909,17.045,14.195,2.849
N-99.8642515-20.3326217,TH570909,3.319,0.0,3.319
N-99.8649059-20.3321749,TH570909,9.331,0.0,9.331
N-99.8651958-20.3322092,TH570909,13.443,0.0,13.443
N-99.8679570-20.3304146,TH570909,8.777,0.0,8.777
N-99.8680429-20.3304297,TH570909,12.872,0.0,12.872
N-99.8686832-20.3303520,TH570909,14.0,0.0,14.0
N-99.8716718-20.3319821,TH570909,17.643,0.0,17.643
N-99.8727717-20.3327561,TH570909,4.897,0.0,4.897
N-99.8732284-20.3325556,TH570909,3.764,0.0,3.764
N-99.8749313-20.3321803,TH570909,2.469,0.0,2.469
N-99.8756913-20.3324544,TH570909,2.547,0.0,2.547
N-99.8761350-20.3321023,TH570909,2.634,0.0,2.634
N-99.8761538-20.3320520,TH570909,4.134,0.0,4.134
N-99.8805661-20.3328062,TH570909,6.351,0.0,6.351
N-99.8807346-20.3326640,TH570909,5.407,0.0,5.407
N-99.8818454-20.3322607,TH570909,5.47,0.0,5.47
N-99.8818749-20.3327763,TH570909,5.606,0.0,5.606
N-99.8836203-20.3317530,TH570909,21.889,0.0,21.889
N-99.8866762-20.3319963,TH570909,4.76,0.0,4.76
N-99.8892404-20.3328414,TH570909,4.819,0.0,4.819
N-99.8901277-20.3323095,TH570909,3.317,0.0,3.317
N-99.8908429-20.3324494,TH570909,3.131,0.0,3.131
N-99.8916651-20.3325346,TH570909,3.097,0.0,3.097
N-99.8922391-20.3327257,TH570909,2.816,0.0,2.816
N-99.8931526-20.3323319,TH570909,5.024,0.0,5.024
N-99.8952065-20.3306120,TH570909,16.645,0.0,16.645
N-99.8991229-20.3329071,TH570909,1.755,0.0,1.755
N-99.8993415-20.3326745,TH570909,0.787,0.0,0.787
N-99.9001072-20.3322934,TH570909,2.959,0.0,2.959
N-99.9006209-20.3323261,TH570909,2.13,0.0,2.13
N-99.9014309-20.3326569,TH570909,1.987,0.0,1.987
N-99.9021001-20.3329813,TH570909,1.292,0.0,1.292
N-99.9029624-20.3334189,TH570909,1.203,0.0,1.203
N-99.9127422-20.3261252,TH570909,18.883,6.525,12.358
N-99.8182207-20.3276656,TH570909,0.749,0.749,0.0
N-99.8477166-20.3326846,TH570909,1.216,1.216,0.0
N-99.8477887-20.3325705,TH570909,0.453,0.0,0.453
N-99.8482229-20.3319671,TH570909,0.923,0.0,0.923
N-99.8487222-20.3311369,TH570909,0.479,0.479,0.0
N-99.8492341-20.3307059,TH570909,1.888,1.888,0.0
N-99.8500870-20.3302179,TH570909,0.511,0.511,0.0
N-99.8642530-20.3321885,TH570909,4.0,0.0,4.0
N-99.8664523-20.3305001,TH570909,9.946,0.0,9.946
N-99.8696737-20.3302310,TH570909,10.299,0.0,10.299
N-99.8716168-20.3313031,TH570909,5.747,0.0,5.747
N-99.8725250-20.3316395,TH570909,5.488,0.0,5.488
N-99.8735413-20.3319438,TH570909,3.828,0.0,3.828
N-99.8739959-20.3317137,TH570909,3.614,0.0,3.614
N-99.8749005-20.3321645,TH570909,2.573,0.0,2.573
N-99.8759419-20.3316697,TH570909,2.494,0.0,2.494
N-99.8767573-20.3313251,TH570909,31.15,0.0,31.15
N-99.8806045-20.3317036,TH570909,25.031,0.0,25.031
N-99.8816174-20.3319008,TH570909,5.189,0.0,5.189
N-99.8825836-20.3316094,TH570909,6.089,0.0,6.089
N-99.8847174-20.3312674,TH570909,5.455,0.0,5.455
N-99.8861988-20.3317096,TH570909,5.0,0.0,5.0
N-99.8864327-20.3316035,TH570909,4.427,0.0,4.427
N-99.8872347-20.3317172,TH570909,4.231,0.0,4.231
N-99.8882670-20.3317478,TH570909,4.358,0.0,4.358
N-99.8891814-20.3320567,TH570909,4.231,0.0,4.231
N-99.8903162-20.3316767,TH570909,6.169,0.0,6.169
N-99.8919761-20.3316898,TH570909,5.557,0.0,5.557
N-99.8933231-20.3317575,TH570909,3.404,0.0,3.404
N-99.8994501-20.3322884,TH570909,1.68,0.0,1.68
N-99.8994622-20.3322758,TH570909,3.795,0.0,3.795
N-99.8484845-20.3314419,TH570909,0.468,0.468,0.0
N-99.8485326-20.3313125,TH570909,3.933,2.984,0.949
N-99.8486048-20.3312165,TH570909,5.428,3.53,1.898
N-99.8491337-20.3307828,TH570909,0.479,0.479,0.0
N-99.8496938-20.3303996,TH570909,0.502,0.502,0.0
N-99.8502312-20.3301250,TH570909,0.509,0.509,0.0
N-99.8529917-20.3304204,TH570909,5.208,0.0,5.208
N-99.8635066-20.3294038,TH570909,17.404,15.605,1.799
N-99.8635676-20.3294698,TH570909,8.6,8.6,0.0
N-99.8647607-20.3307421,TH570909,9.091,4.531,4.56
N-99.8651696-20.3307469,TH570909,4.755,0.0,4.755
N-99.8659742-20.3305129,TH570909,4.447,0.0,4.447
N-99.8674416-20.3303045,TH570909,9.561,0.0,9.561
N-99.8715768-20.3308085,TH570909,9.468,0.0,9.468
N-99.8725196-20.3310912,TH570909,4.942,0.0,4.942
N-99.8732867-20.3307391,TH570909,4.187,0.0,4.187
N-99.8736140-20.3310409,TH570909,3.811,0.0,3.811
N-99.8759472-20.3315867,TH570909,3.345,0.0,3.345
N-99.8759794-20.3315666,TH570909,2.582,0.0,2.582
N-99.8810129-20.3313985,TH570909,5.87,0.0,5.87
N-99.8822291-20.3313726,TH570909,6.169,0.0,6.169
